# Coding: utf-8
# File format version: 2
# Title: CAMS McClear v3.1 model of clear-sky irradiation.
# Content:  A time-series of solar radiation received on horizontal plane and plane always normal to the sun rays at ground level assuming clear sky.
#           Calls on the McClear clear-sky model. Returns the global, beam and diffuse irradiations integrated over a selected time step,
#           for a selected location (worldwide coverage) and a selected period.
# The research leading to these results has received funding from the European Union within the Copernicus programme.
# Provider: MINES ParisTech (France)
# More information at: http://www.soda-pro.com/web-services/radiation/cams-mcclear
# Date begin (ISO 8601): 2019-03-04T00:00:00.0
# Date end (ISO 8601): 2019-03-12T00:00:00.0
# Latitude (positive North, ISO 19115): 38.2355
# Longitude (positive East, ISO 19115): 114.1236
# Altitude (m): 160.00
# Time reference: Universal time (UT)
#
# Encoding partly from D2.8.III.13-14 INSPIRE Data Specification on Atmospheric Conditions and Meteorological Geographical Features - Technical Guidelines (2013-12-10) and CF (Climate and Forecast) metadata (2013-11-11)
# CF Standard Names registry of ObservablePropertyValue
# http://cfconventions.org/Data/cf-standard-names/27/build/cf-standard-name-table.html
# urn:x-inspire:specification:DS-AC-MF:observable-property-name:cf-standard-name:1.6
# ObservableProperty
#     basePhenomenon:"integral_of_surface_downwelling_shortwave_flux_in_air_assuming_clear_sky_wrt_time"
#     uom:"Wh m-2" [unit]
# StatisticalMeasure
#     statisticalFunction: "sum"
# Summarization (integration) period: 0 year 0 month 0 day 0 h 15 min 0 s
# noValue: nan
# File generated on: 2021-08-23
#
# Columns:
# 1. Observation period (ISO 8601)
# 2. TOA. Irradiation on horizontal plane at the top of atmosphere (Wh/m2)
# 3. Clear sky GHI. Clear sky global irradiation on horizontal plane at ground level (Wh/m2)
# 4. Clear sky BHI. Clear sky beam irradiation on horizontal plane at ground level (Wh/m2)
# 5. Clear sky DHI. Clear sky diffuse irradiation on horizontal plane at ground level (Wh/m2)
# 6. Clear sky BNI. Clear sky beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
#
# Observation period;TOA;Clear sky GHI;Clear sky BHI;Clear sky DHI;Clear sky BNI
2019-03-11T03:45:00.0/2019-03-11T04:00:00.0;251.8338;201.0232;167.4138;33.6095;229.5305
2019-03-11T04:00:00.0/2019-03-11T04:15:00.0;254.4424;203.0649;168.8424;34.2225;229.1148
2019-03-11T04:15:00.0/2019-03-11T04:30:00.0;255.8994;204.0412;169.2693;34.7719;228.3850
2019-03-11T04:30:00.0/2019-03-11T04:45:00.0;256.1989;203.9466;168.6927;35.2539;227.3394
2019-03-11T04:45:00.0/2019-03-11T05:00:00.0;255.3394;202.7810;167.1164;35.6646;225.9713
2019-03-11T05:00:00.0/2019-03-11T05:15:00.0;253.3248;200.5496;164.5504;35.9992;224.2688
2019-03-11T05:15:00.0/2019-03-11T05:30:00.0;250.1638;197.2628;161.0107;36.2522;222.2148
2019-03-11T05:30:00.0/2019-03-11T05:45:00.0;245.8701;192.9368;156.5195;36.4173;219.7859
2019-03-11T05:45:00.0/2019-03-11T06:00:00.0;240.4619;187.5926;151.1053;36.4874;216.9521
2019-03-11T06:00:00.0/2019-03-11T06:15:00.0;233.9627;181.3773;144.9989;36.3784;213.9655
2019-03-11T06:15:00.0/2019-03-11T06:30:00.0;226.4003;174.3172;138.2308;36.0864;210.7874
2019-03-11T06:30:00.0/2019-03-11T06:45:00.0;217.8071;166.3258;130.6462;35.6796;207.0763
2019-03-11T06:45:00.0/2019-03-11T07:00:00.0;208.2202;157.4459;122.2992;35.1467;202.7649
2019-03-11T07:00:00.0/2019-03-11T07:15:00.0;197.6806;147.7270;113.2532;34.4738;197.7703
2019-03-11T07:15:00.0/2019-03-11T07:30:00.0;186.2335;137.2266;103.5847;33.6419;191.9949
2019-03-11T07:30:00.0/2019-03-11T07:45:00.0;173.9281;126.0182;93.4236;32.5947;185.3998
2019-03-11T07:45:00.0/2019-03-11T08:00:00.0;160.8173;114.1756;82.8466;31.3289;177.7964
2019-03-11T08:00:00.0/2019-03-11T08:15:00.0;146.9571;101.7841;71.9532;29.8309;168.9583
2019-03-11T08:15:00.0/2019-03-11T08:30:00.0;132.4071;88.9472;60.8797;28.0675;158.6318
2019-03-11T08:30:00.0/2019-03-11T08:45:00.0;117.2297;75.7892;49.7904;25.9988;146.4841
2019-03-11T08:45:00.0/2019-03-11T09:00:00.0;101.4899;62.4673;38.8921;23.5753;132.0905
2019-03-11T09:00:00.0/2019-03-11T09:15:00.0;85.2554;49.0835;28.2592;20.8243;114.1045
2019-03-11T09:15:00.0/2019-03-11T09:30:00.0;68.5956;35.9858;18.3967;17.5892;92.1038
2019-03-11T09:30:00.0/2019-03-11T09:45:00.0;51.5821;23.7788;10.1188;13.6600;66.9916
2019-03-11T09:45:00.0/2019-03-11T10:00:00.0;34.2878;13.1418;4.0898;9.0520;40.0406
2019-03-11T10:00:00.0/2019-03-11T10:15:00.0;16.7869;4.9398;0.8319;4.1079;15.2442
2019-03-11T10:15:00.0/2019-03-11T10:30:00.0;1.7825;0.3930;0.0184;0.3746;0.3340
2019-03-11T10:30:00.0/2019-03-11T10:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-11T10:45:00.0/2019-03-11T11:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-11T11:00:00.0/2019-03-11T11:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-11T11:15:00.0/2019-03-11T11:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-11T11:30:00.0/2019-03-11T11:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-11T11:45:00.0/2019-03-11T12:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-11T12:00:00.0/2019-03-11T12:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-11T12:15:00.0/2019-03-11T12:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-11T12:30:00.0/2019-03-11T12:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-11T12:45:00.0/2019-03-11T13:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-11T13:00:00.0/2019-03-11T13:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-11T13:15:00.0/2019-03-11T13:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-11T13:30:00.0/2019-03-11T13:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-11T13:45:00.0/2019-03-11T14:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-11T14:00:00.0/2019-03-11T14:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-11T14:15:00.0/2019-03-11T14:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-11T14:30:00.0/2019-03-11T14:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-11T14:45:00.0/2019-03-11T15:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-11T15:00:00.0/2019-03-11T15:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-11T15:15:00.0/2019-03-11T15:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-11T15:30:00.0/2019-03-11T15:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-11T15:45:00.0/2019-03-11T16:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-11T16:00:00.0/2019-03-11T16:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-11T16:15:00.0/2019-03-11T16:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-11T16:30:00.0/2019-03-11T16:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-11T16:45:00.0/2019-03-11T17:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-11T17:00:00.0/2019-03-11T17:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-11T17:15:00.0/2019-03-11T17:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-11T17:30:00.0/2019-03-11T17:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-11T17:45:00.0/2019-03-11T18:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-11T18:00:00.0/2019-03-11T18:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-11T18:15:00.0/2019-03-11T18:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-11T18:30:00.0/2019-03-11T18:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-11T18:45:00.0/2019-03-11T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-11T19:00:00.0/2019-03-11T19:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-11T19:15:00.0/2019-03-11T19:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-11T19:30:00.0/2019-03-11T19:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-11T19:45:00.0/2019-03-11T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-11T20:00:00.0/2019-03-11T20:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-11T20:15:00.0/2019-03-11T20:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-11T20:30:00.0/2019-03-11T20:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-11T20:45:00.0/2019-03-11T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-11T21:00:00.0/2019-03-11T21:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-11T21:15:00.0/2019-03-11T21:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-11T21:30:00.0/2019-03-11T21:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-11T21:45:00.0/2019-03-11T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-11T22:00:00.0/2019-03-11T22:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-11T22:15:00.0/2019-03-11T22:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-11T22:30:00.0/2019-03-11T22:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-11T22:45:00.0/2019-03-11T23:00:00.0;9.2282;2.4921;0.3044;2.1877;7.2598
2019-03-11T23:00:00.0/2019-03-11T23:15:00.0;26.8306;9.8568;2.7984;7.0584;34.3906
2019-03-11T23:15:00.0/2019-03-11T23:30:00.0;44.2617;20.1616;8.3107;11.8509;63.8678
2019-03-11T23:30:00.0/2019-03-11T23:45:00.0;61.4469;32.3217;16.2722;16.0494;90.8169
2019-03-11T23:45:00.0/2019-03-12T00:00:00.0;78.3126;45.5438;25.9082;19.6357;113.8036
