# Coding: utf-8
# File format version: 2
# Title: CAMS McClear v3.1 model of clear-sky irradiation.
# Content:  A time-series of solar radiation received on horizontal plane and plane always normal to the sun rays at ground level assuming clear sky.
#           Calls on the McClear clear-sky model. Returns the global, beam and diffuse irradiations integrated over a selected time step,
#           for a selected location (worldwide coverage) and a selected period.
# The research leading to these results has received funding from the European Union within the Copernicus programme.
# Provider: MINES ParisTech (France)
# More information at: http://www.soda-pro.com/web-services/radiation/cams-mcclear
# Date begin (ISO 8601): 2019-03-05T00:00:00.0
# Date end (ISO 8601): 2019-03-19T00:00:00.0
# Latitude (positive North, ISO 19115): 36.7076
# Longitude (positive East, ISO 19115): 113.9000
# Altitude (m): 471.00
# Time reference: Universal time (UT)
#
# Encoding partly from D2.8.III.13-14 INSPIRE Data Specification on Atmospheric Conditions and Meteorological Geographical Features - Technical Guidelines (2013-12-10) and CF (Climate and Forecast) metadata (2013-11-11)
# CF Standard Names registry of ObservablePropertyValue
# http://cfconventions.org/Data/cf-standard-names/27/build/cf-standard-name-table.html
# urn:x-inspire:specification:DS-AC-MF:observable-property-name:cf-standard-name:1.6
# ObservableProperty
#     basePhenomenon:"integral_of_surface_downwelling_shortwave_flux_in_air_assuming_clear_sky_wrt_time"
#     uom:"Wh m-2" [unit]
# StatisticalMeasure
#     statisticalFunction: "sum"
# Summarization (integration) period: 0 year 0 month 0 day 0 h 15 min 0 s
# noValue: nan
# File generated on: 2021-08-23
#
# Columns:
# 1. Observation period (ISO 8601)
# 2. TOA. Irradiation on horizontal plane at the top of atmosphere (Wh/m2)
# 3. Clear sky GHI. Clear sky global irradiation on horizontal plane at ground level (Wh/m2)
# 4. Clear sky BHI. Clear sky beam irradiation on horizontal plane at ground level (Wh/m2)
# 5. Clear sky DHI. Clear sky diffuse irradiation on horizontal plane at ground level (Wh/m2)
# 6. Clear sky BNI. Clear sky beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
#
# Observation period;TOA;Clear sky GHI;Clear sky BHI;Clear sky DHI;Clear sky BNI
2019-03-12T03:45:00.0/2019-03-12T04:00:00.0;259.0809;202.4652;157.9440;44.5212;210.3788
2019-03-12T04:00:00.0/2019-03-12T04:15:00.0;261.7916;204.8569;159.7831;45.0738;210.6242
2019-03-12T04:15:00.0/2019-03-12T04:30:00.0;263.3274;206.1546;160.6269;45.5276;210.5006
2019-03-12T04:30:00.0/2019-03-12T04:45:00.0;263.6818;206.3508;160.4703;45.8804;210.0114
2019-03-12T04:45:00.0/2019-03-12T05:00:00.0;262.8536;205.4435;159.3148;46.1288;209.1545
2019-03-12T05:00:00.0/2019-03-12T05:15:00.0;260.8461;203.4366;157.1683;46.2683;207.9225
2019-03-12T05:15:00.0/2019-03-12T05:30:00.0;257.6682;200.3393;154.0456;46.2937;206.3026
2019-03-12T05:30:00.0/2019-03-12T05:45:00.0;253.3336;196.1669;149.9682;46.1986;204.2760
2019-03-12T05:45:00.0/2019-03-12T06:00:00.0;247.8607;190.9400;144.9646;45.9753;201.8173
2019-03-12T06:00:00.0/2019-03-12T06:15:00.0;241.2732;184.6907;139.1396;45.5511;198.9934
2019-03-12T06:15:00.0/2019-03-12T06:30:00.0;233.5994;177.4534;132.5334;44.9200;195.7677
2019-03-12T06:30:00.0/2019-03-12T06:45:00.0;224.8721;169.2626;125.1259;44.1367;191.9938
2019-03-12T06:45:00.0/2019-03-12T07:00:00.0;215.1290;160.1646;116.9760;43.1886;187.6114
2019-03-12T07:00:00.0/2019-03-12T07:15:00.0;204.4118;150.2130;108.1527;42.0603;182.5468
2019-03-12T07:15:00.0/2019-03-12T07:30:00.0;192.7664;139.4699;98.7359;40.7340;176.7104
2019-03-12T07:30:00.0/2019-03-12T07:45:00.0;180.2429;128.0070;88.8186;39.1884;169.9931
2019-03-12T07:45:00.0/2019-03-12T08:00:00.0;166.8950;115.9072;78.5085;37.3987;162.2609
2019-03-12T08:00:00.0/2019-03-12T08:15:00.0;152.7799;103.2674;67.9314;35.3360;153.3489
2019-03-12T08:15:00.0/2019-03-12T08:30:00.0;137.9582;90.2115;57.2692;32.9423;143.1390
2019-03-12T08:30:00.0/2019-03-12T08:45:00.0;122.4934;76.8786;46.6899;30.1887;131.3853
2019-03-12T08:45:00.0/2019-03-12T09:00:00.0;106.4520;63.4373;36.3831;27.0541;117.7438
2019-03-12T09:00:00.0/2019-03-12T09:15:00.0;89.9026;50.2484;26.7841;23.4643;102.5525
2019-03-12T09:15:00.0/2019-03-12T09:30:00.0;72.9163;37.5764;18.1836;19.3928;85.6931
2019-03-12T09:30:00.0/2019-03-12T09:45:00.0;55.5658;25.6406;10.7437;14.8969;66.1640
2019-03-12T09:45:00.0/2019-03-12T10:00:00.0;37.9257;14.9574;4.9224;10.0350;43.8750
2019-03-12T10:00:00.0/2019-03-12T10:15:00.0;20.0715;6.2837;1.2896;4.9941;20.4775
2019-03-12T10:15:00.0/2019-03-12T10:30:00.0;3.4124;0.8052;0.0567;0.7486;1.4893
2019-03-12T10:30:00.0/2019-03-12T10:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-12T10:45:00.0/2019-03-12T11:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-12T11:00:00.0/2019-03-12T11:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-12T11:15:00.0/2019-03-12T11:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-12T11:30:00.0/2019-03-12T11:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-12T11:45:00.0/2019-03-12T12:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-12T12:00:00.0/2019-03-12T12:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-12T12:15:00.0/2019-03-12T12:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-12T12:30:00.0/2019-03-12T12:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-12T12:45:00.0/2019-03-12T13:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-12T13:00:00.0/2019-03-12T13:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-12T13:15:00.0/2019-03-12T13:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-12T13:30:00.0/2019-03-12T13:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-12T13:45:00.0/2019-03-12T14:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-12T14:00:00.0/2019-03-12T14:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-12T14:15:00.0/2019-03-12T14:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-12T14:30:00.0/2019-03-12T14:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-12T14:45:00.0/2019-03-12T15:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-12T15:00:00.0/2019-03-12T15:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-12T15:15:00.0/2019-03-12T15:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-12T15:30:00.0/2019-03-12T15:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-12T15:45:00.0/2019-03-12T16:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-12T16:00:00.0/2019-03-12T16:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-12T16:15:00.0/2019-03-12T16:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-12T16:30:00.0/2019-03-12T16:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-12T16:45:00.0/2019-03-12T17:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-12T17:00:00.0/2019-03-12T17:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-12T17:15:00.0/2019-03-12T17:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-12T17:30:00.0/2019-03-12T17:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-12T17:45:00.0/2019-03-12T18:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-12T18:00:00.0/2019-03-12T18:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-12T18:15:00.0/2019-03-12T18:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-12T18:30:00.0/2019-03-12T18:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-12T18:45:00.0/2019-03-12T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-12T19:00:00.0/2019-03-12T19:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-12T19:15:00.0/2019-03-12T19:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-12T19:30:00.0/2019-03-12T19:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-12T19:45:00.0/2019-03-12T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-12T20:00:00.0/2019-03-12T20:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-12T20:15:00.0/2019-03-12T20:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-12T20:30:00.0/2019-03-12T20:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-12T20:45:00.0/2019-03-12T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-12T21:00:00.0/2019-03-12T21:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-12T21:15:00.0/2019-03-12T21:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-12T21:30:00.0/2019-03-12T21:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-12T21:45:00.0/2019-03-12T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-12T22:00:00.0/2019-03-12T22:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-12T22:15:00.0/2019-03-12T22:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-12T22:30:00.0/2019-03-12T22:45:00.0;0.0787;0.0188;0.0017;0.0171;0.0000
2019-03-12T22:45:00.0/2019-03-12T23:00:00.0;10.8049;3.7169;1.0131;2.7038;23.3297
2019-03-12T23:00:00.0/2019-03-12T23:15:00.0;28.7734;13.4340;6.4426;6.9915;74.9348
2019-03-12T23:15:00.0/2019-03-12T23:30:00.0;46.5703;25.9249;15.4418;10.4831;113.3409
2019-03-12T23:30:00.0/2019-03-12T23:45:00.0;64.1195;39.6658;26.4549;13.2109;141.7646
2019-03-12T23:45:00.0/2019-03-13T00:00:00.0;81.3457;53.9371;38.5624;15.3747;163.1930
2019-03-13T00:00:00.0/2019-03-13T00:15:00.0;98.1754;68.1357;50.7584;17.3773;178.1736
2019-03-13T00:15:00.0/2019-03-13T00:30:00.0;114.5363;82.0210;62.6770;19.3440;188.6438
2019-03-13T00:30:00.0/2019-03-13T00:45:00.0;130.3585;95.6377;74.5057;21.1320;197.0689
2019-03-13T00:45:00.0/2019-03-13T01:00:00.0;145.5743;108.8435;86.0164;22.8270;203.7594
2019-03-13T01:00:00.0/2019-03-13T01:15:00.0;160.1184;121.5393;97.0988;24.4405;209.1346
2019-03-13T01:15:00.0/2019-03-13T01:30:00.0;173.9288;133.6400;107.6589;25.9811;213.4781
2019-03-13T01:30:00.0/2019-03-13T01:45:00.0;186.9462;145.0709;117.6146;27.4564;216.9867
2019-03-13T01:45:00.0/2019-03-13T02:00:00.0;199.1149;155.7649;126.8926;28.8723;219.8013
2019-03-13T02:00:00.0/2019-03-13T02:15:00.0;210.3829;165.6612;135.4280;30.2332;222.0250
2019-03-13T02:15:00.0/2019-03-13T02:30:00.0;220.7019;174.7048;143.1637;31.5411;223.7353
2019-03-13T02:30:00.0/2019-03-13T02:45:00.0;230.0279;182.8465;150.0500;32.7965;224.9912
2019-03-13T02:45:00.0/2019-03-13T03:00:00.0;238.3208;190.0420;156.0439;33.9981;225.8375
2019-03-13T03:00:00.0/2019-03-13T03:15:00.0;245.5453;196.3540;161.4173;34.9367;226.7389
2019-03-13T03:15:00.0/2019-03-13T03:30:00.0;251.6704;201.7479;166.1470;35.6009;227.7027
2019-03-13T03:30:00.0/2019-03-13T03:45:00.0;256.6699;206.1078;169.9137;36.1941;228.3286
2019-03-13T03:45:00.0/2019-03-13T04:00:00.0;260.5226;209.4850;172.7639;36.7210;228.7248
2019-03-13T04:00:00.0/2019-03-13T04:15:00.0;263.2119;211.7937;174.6165;37.1772;228.8146
2019-03-13T04:15:00.0/2019-03-13T04:30:00.0;264.7263;213.0069;175.4461;37.5608;228.5852
2019-03-13T04:30:00.0/2019-03-13T04:45:00.0;265.0596;213.1178;175.2476;37.8701;228.0382
2019-03-13T04:45:00.0/2019-03-13T05:00:00.0;264.2103;212.1254;174.0224;38.1030;227.1701
2019-03-13T05:00:00.0/2019-03-13T05:15:00.0;262.1820;210.0341;171.7777;38.2564;225.9726
2019-03-13T05:15:00.0/2019-03-13T05:30:00.0;258.9837;206.8539;168.5272;38.3267;224.4322
2019-03-13T05:30:00.0/2019-03-13T05:45:00.0;254.6290;202.6000;164.2909;38.3092;222.5296
2019-03-13T05:45:00.0/2019-03-13T06:00:00.0;249.1367;197.2934;159.0949;38.1985;220.2393
2019-03-13T06:00:00.0/2019-03-13T06:15:00.0;242.5303;191.0072;153.0889;37.9182;217.6950
2019-03-13T06:15:00.0/2019-03-13T06:30:00.0;234.8384;183.7732;146.3162;37.4571;214.8751
2019-03-13T06:30:00.0/2019-03-13T06:45:00.0;226.0938;175.5841;138.7187;36.8653;211.5921
2019-03-13T06:45:00.0/2019-03-13T07:00:00.0;216.3341;166.4812;130.3285;36.1527;207.7567
2019-03-13T07:00:00.0/2019-03-13T07:15:00.0;205.6013;156.5149;121.2065;35.3084;203.2944
2019-03-13T07:15:00.0/2019-03-13T07:30:00.0;193.9413;145.7430;111.4252;34.3178;198.1155
2019-03-13T07:30:00.0/2019-03-13T07:45:00.0;181.4043;134.2319;101.0688;33.1631;192.1093
2019-03-13T07:45:00.0/2019-03-13T08:00:00.0;168.0440;122.0574;90.2345;31.8229;185.1368
2019-03-13T08:00:00.0/2019-03-13T08:15:00.0;153.9176;109.3065;79.0347;30.2719;177.0193
2019-03-13T08:15:00.0/2019-03-13T08:30:00.0;139.0859;96.0805;67.5995;28.4810;167.5233
2019-03-13T08:30:00.0/2019-03-13T08:45:00.0;123.6125;82.4993;56.0830;26.4164;156.3379
2019-03-13T08:45:00.0/2019-03-13T09:00:00.0;107.5636;68.7112;44.6747;24.0365;143.0517
2019-03-13T09:00:00.0/2019-03-13T09:15:00.0;91.0081;54.8003;33.4496;21.3507;126.4657
2019-03-13T09:15:00.0/2019-03-13T09:30:00.0;74.0170;41.0806;22.8513;18.2293;106.0422
2019-03-13T09:30:00.0/2019-03-13T09:45:00.0;56.6632;28.0987;13.5983;14.5004;82.1012
2019-03-13T09:45:00.0/2019-03-13T10:00:00.0;39.0211;16.4658;6.3320;10.1338;54.8835
2019-03-13T10:00:00.0/2019-03-13T10:15:00.0;21.1664;7.0328;1.7296;5.3032;26.1976
2019-03-13T10:15:00.0/2019-03-13T10:30:00.0;4.1212;1.0150;0.0870;0.9280;2.4355
2019-03-13T10:30:00.0/2019-03-13T10:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-13T10:45:00.0/2019-03-13T11:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-13T11:00:00.0/2019-03-13T11:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-13T11:15:00.0/2019-03-13T11:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-13T11:30:00.0/2019-03-13T11:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-13T11:45:00.0/2019-03-13T12:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-13T12:00:00.0/2019-03-13T12:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-13T12:15:00.0/2019-03-13T12:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-13T12:30:00.0/2019-03-13T12:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-13T12:45:00.0/2019-03-13T13:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-13T13:00:00.0/2019-03-13T13:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-13T13:15:00.0/2019-03-13T13:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-13T13:30:00.0/2019-03-13T13:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-13T13:45:00.0/2019-03-13T14:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-13T14:00:00.0/2019-03-13T14:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-13T14:15:00.0/2019-03-13T14:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-13T14:30:00.0/2019-03-13T14:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-13T14:45:00.0/2019-03-13T15:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-13T15:00:00.0/2019-03-13T15:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-13T15:15:00.0/2019-03-13T15:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-13T15:30:00.0/2019-03-13T15:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-13T15:45:00.0/2019-03-13T16:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-13T16:00:00.0/2019-03-13T16:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-13T16:15:00.0/2019-03-13T16:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-13T16:30:00.0/2019-03-13T16:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-13T16:45:00.0/2019-03-13T17:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-13T17:00:00.0/2019-03-13T17:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-13T17:15:00.0/2019-03-13T17:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-13T17:30:00.0/2019-03-13T17:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-13T17:45:00.0/2019-03-13T18:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-13T18:00:00.0/2019-03-13T18:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-13T18:15:00.0/2019-03-13T18:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-13T18:30:00.0/2019-03-13T18:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-13T18:45:00.0/2019-03-13T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-13T19:00:00.0/2019-03-13T19:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-13T19:15:00.0/2019-03-13T19:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-13T19:30:00.0/2019-03-13T19:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-13T19:45:00.0/2019-03-13T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-13T20:00:00.0/2019-03-13T20:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-13T20:15:00.0/2019-03-13T20:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-13T20:30:00.0/2019-03-13T20:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-13T20:45:00.0/2019-03-13T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-13T21:00:00.0/2019-03-13T21:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-13T21:15:00.0/2019-03-13T21:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-13T21:30:00.0/2019-03-13T21:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-13T21:45:00.0/2019-03-13T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-13T22:00:00.0/2019-03-13T22:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-13T22:15:00.0/2019-03-13T22:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-13T22:30:00.0/2019-03-13T22:45:00.0;0.3097;0.0664;0.0008;0.0655;0.0000
2019-03-13T22:45:00.0/2019-03-13T23:00:00.0;12.5476;3.5857;0.3281;3.2576;6.8220
2019-03-13T23:00:00.0/2019-03-13T23:15:00.0;30.5106;11.5044;2.6745;8.8299;28.9377
2019-03-13T23:15:00.0/2019-03-13T23:30:00.0;48.3006;22.1219;7.9661;14.1558;56.0392
2019-03-13T23:30:00.0/2019-03-13T23:45:00.0;65.8414;34.4477;15.6822;18.7655;81.5900
2019-03-13T23:45:00.0/2019-03-14T00:00:00.0;83.0581;47.7134;25.0251;22.6883;103.5313
2019-03-14T00:00:00.0/2019-03-14T00:15:00.0;99.8770;61.3605;35.3317;26.0288;121.7289
2019-03-14T00:15:00.0/2019-03-14T00:30:00.0;116.2258;75.0358;46.1292;28.9067;136.6722
2019-03-14T00:30:00.0/2019-03-14T00:45:00.0;132.0348;88.5490;57.1202;31.4288;149.0325
2019-03-14T00:45:00.0/2019-03-14T01:00:00.0;147.2362;101.7434;68.0918;33.6516;159.3539
2019-03-14T01:00:00.0/2019-03-14T01:15:00.0;161.7650;114.4962;78.8781;35.6182;168.0421
2019-03-14T01:15:00.0/2019-03-14T01:30:00.0;175.5589;126.7044;89.3406;37.3639;175.3938
2019-03-14T01:30:00.0/2019-03-14T01:45:00.0;188.5591;138.2787;99.3608;38.9179;181.6288
2019-03-14T01:45:00.0/2019-03-14T02:00:00.0;200.7097;149.1409;108.8370;40.3039;186.9153
2019-03-14T02:00:00.0/2019-03-14T02:15:00.0;211.9588;159.2223;117.6819;41.5404;191.3852
2019-03-14T02:15:00.0/2019-03-14T02:30:00.0;222.2582;168.4630;125.8214;42.6416;195.1444
2019-03-14T02:30:00.0/2019-03-14T02:45:00.0;231.5640;176.8106;133.1926;43.6180;198.2782
2019-03-14T02:45:00.0/2019-03-14T03:00:00.0;239.8363;184.2195;139.7422;44.4772;200.8551
2019-03-14T03:00:00.0/2019-03-14T03:15:00.0;247.0396;190.7067;145.3663;45.3404;202.8479
2019-03-14T03:15:00.0/2019-03-14T03:30:00.0;253.1433;196.2421;150.0252;46.2168;204.3019
2019-03-14T03:30:00.0/2019-03-14T03:45:00.0;258.1212;200.7414;153.7465;46.9949;205.3318
2019-03-14T03:45:00.0/2019-03-14T04:00:00.0;261.9521;204.1806;156.5064;47.6741;205.9607
2019-03-14T04:00:00.0/2019-03-14T04:15:00.0;264.6195;206.5407;158.2877;48.2530;206.2044
2019-03-14T04:15:00.0/2019-03-14T04:30:00.0;266.1122;207.8085;159.0793;48.7292;206.0722
2019-03-14T04:30:00.0/2019-03-14T04:45:00.0;266.4238;207.9762;158.8768;49.0993;205.5679
2019-03-14T04:45:00.0/2019-03-14T05:00:00.0;265.5531;207.0416;157.6824;49.3593;204.6898
2019-03-14T05:00:00.0/2019-03-14T05:15:00.0;263.5038;205.0082;155.5045;49.5037;203.4307
2019-03-14T05:15:00.0/2019-03-14T05:30:00.0;260.2848;201.8850;152.3587;49.5263;201.7782
2019-03-14T05:30:00.0/2019-03-14T05:45:00.0;255.9099;197.6868;148.2673;49.4195;199.7137
2019-03-14T05:45:00.0/2019-03-14T06:00:00.0;250.3981;192.4340;143.2593;49.1746;197.2126
2019-03-14T06:00:00.0/2019-03-14T06:15:00.0;243.7729;186.5419;138.4534;48.0885;195.7807
2019-03-14T06:15:00.0/2019-03-14T06:30:00.0;236.0628;180.0446;133.8423;46.2023;195.4392
2019-03-14T06:30:00.0/2019-03-14T06:45:00.0;227.3010;172.5911;128.3544;44.2368;194.6471
2019-03-14T06:45:00.0/2019-03-14T07:00:00.0;217.5250;164.2244;122.0268;42.1976;193.3640
2019-03-14T07:00:00.0/2019-03-14T07:15:00.0;206.7769;154.9929;114.9035;40.0894;191.5358
2019-03-14T07:15:00.0/2019-03-14T07:30:00.0;195.1026;144.9512;107.0361;37.9151;189.0913
2019-03-14T07:30:00.0/2019-03-14T07:45:00.0;182.5524;134.1606;98.4848;35.6758;185.9376
2019-03-14T07:45:00.0/2019-03-14T08:00:00.0;169.1801;122.6892;89.3195;33.3697;181.9517
2019-03-14T08:00:00.0/2019-03-14T08:15:00.0;155.0431;110.6123;79.6201;30.9922;176.9670
2019-03-14T08:15:00.0/2019-03-14T08:30:00.0;140.2019;98.0441;69.6190;28.4251;171.1031
2019-03-14T08:30:00.0/2019-03-14T08:45:00.0;124.7203;85.0927;59.4396;25.6531;164.1898
2019-03-14T08:45:00.0/2019-03-14T09:00:00.0;108.6646;71.8454;49.0554;22.7900;155.4807
2019-03-14T09:00:00.0/2019-03-14T09:15:00.0;92.1037;58.1529;38.0897;20.0632;142.2893
2019-03-14T09:15:00.0/2019-03-14T09:30:00.0;75.1087;44.2901;27.0208;17.2693;123.6059
2019-03-14T09:30:00.0/2019-03-14T09:45:00.0;57.7524;30.9261;16.9437;13.9824;100.4772
2019-03-14T09:45:00.0/2019-03-14T10:00:00.0;40.1092;18.6062;8.5204;10.0858;72.0721
2019-03-14T10:00:00.0/2019-03-14T10:15:00.0;22.2547;8.2153;2.6305;5.5849;38.3324
2019-03-14T10:15:00.0/2019-03-14T10:30:00.0;4.8917;1.3087;0.1686;1.1401;4.7564
2019-03-14T10:30:00.0/2019-03-14T10:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-14T10:45:00.0/2019-03-14T11:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-14T11:00:00.0/2019-03-14T11:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-14T11:15:00.0/2019-03-14T11:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-14T11:30:00.0/2019-03-14T11:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-14T11:45:00.0/2019-03-14T12:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-14T12:00:00.0/2019-03-14T12:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-14T12:15:00.0/2019-03-14T12:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-14T12:30:00.0/2019-03-14T12:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-14T12:45:00.0/2019-03-14T13:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-14T13:00:00.0/2019-03-14T13:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-14T13:15:00.0/2019-03-14T13:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-14T13:30:00.0/2019-03-14T13:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-14T13:45:00.0/2019-03-14T14:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-14T14:00:00.0/2019-03-14T14:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-14T14:15:00.0/2019-03-14T14:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
